6555,Home Room,[18]
6556,Party Monster,"[35, 18, 80]"
6557,Taking Sides,[18]
6558,Cabin Fever,[27]
6559,Matchstick Men,"[35, 18, 80, 53]"
6560,Once Upon a Time in Mexico,[28]
6561,Dummy,"[35, 18, 10749]"
6562,Lost in Translation,[18]
6563,Luster,[18]
6564,Millennium Actress,"[16, 18, 10749]"
6565,So Close,"[28, 53]"
6566,Children Of The Night,[27]
6567,Daisy Miller,"[18, 10749]"
6568,Enlightenment Guaranteed,[35]
6569,Gotcha!,"[28, 35, 53]"
6570,Hard to Hold,"[35, 18, 10749]"
6571,Kuffs,"[28, 35, 80]"
6572,Once Upon a Time in China,"[28, 18]"
6573,Once Upon a Time in China II,"[28, 35]"
6574,Once Upon a Time in China III,[28]
6575,Paper Moon,"[35, 80, 18]"
6576,Sgt. Pepper's Lonely Hearts Club Band,"[12, 10402, 10751]"
6577,A Song for Martin,"[18, 10749, 10769]"
6578,Targets,[53]
6579,The Ugly American,"[53, 18]"
6580,The Bostonians,"[18, 10749]"
6581,Convoy,"[28, 35, 18]"
6582,Day of the Dead,"[27, 878]"
6583,"Hello, Dolly!","[35, 10751, 10402, 10749]"
6584,I'm Going Home,"[18, 10769]"
6585,Memoirs of an Invisible Man,"[35, 14, 878]"
6586,The Rose,"[18, 10402, 10749]"
6587,See No Evil,"[80, 53, 9648]"
6588,Super Sucker,[35]
6589,Indiscretion of an American Wife,"[18, 10749]"
6590,At War with the Army,[35]
6591,Bingo,"[28, 12, 35, 10751]"
6592,God Told Me To,"[27, 53, 9648]"
6593,"I, Madman","[27, 53]"
6594,Jungle Book,"[28, 12, 10751, 14]"
6595,Once Bitten,"[27, 35, 10749]"
6596,Shrimp on the Barbie,"[35, 10749]"
6597,Squirm,[27]
6598,The Adventures of Huckleberry Finn,"[18, 10751, 12, 35]"
6599,The Brood,"[27, 878, 53]"
6600,The Prince and the Pauper,"[12, 18, 10751, 14]"
6601,Anything Else,"[35, 10749]"
6602,Cold Creek Manor,"[9648, 53]"
6603,The Fighting Temptations,"[35, 10402, 10749]"
6604,Secondhand Lions,"[35, 18, 10751]"
6605,Underworld,"[14, 28, 53]"
6606,Bubba Ho-tep,"[35, 27, 53, 9648, 14]"
6607,Casa de los Babys,[18]
6608,Demonlover,"[53, 18, 9648]"
6609,Esmeraldero,[]
6610,Close Your Eyes,"[80, 27, 53, 9648]"
6611,In This World,"[18, 10769]"
6612,Tibet: Cry of the Snow Lion,[99]
6613,Yossi & Jagger,"[10752, 18, 10749]"
6614,Duplex,"[28, 35, 53]"
6615,The Rundown,"[12, 28, 35, 53]"
6616,Under the Tuscan Sun,[10749]
6617,Camera Obscura,[]
6618,Kart Racer,"[28, 18, 10751]"
6619,Luther,"[18, 36]"
6620,Mambo Italiano,"[35, 10749]"
6621,My Life Without Me,"[18, 10749]"
6622,National Lampoon Presents Dorm Daze,[35]
6623,To Be and to Have,[99]
6624,The Triplets of Belleville,"[12, 16, 35, 18]"
6625,Videodrome,"[27, 9648, 878]"
6626,Life and Debt,[99]
6627,Lagaan: Once Upon a Time in India,"[12, 18, 10402, 10749]"
6628,Judgment at Nuremberg,"[18, 36]"
6629,Journey of Hope,[18]
6630,"Same Time, Next Year","[35, 18, 10749]"
6631,A Brief History of Time,[99]
6632,Jacob the Liar,"[36, 18, 35]"
6633,Leningrad Cowboys Go America,[35]
6634,The Rules of the Game,"[18, 35, 10749]"
6635,The Song Remains the Same,"[99, 10402]"
6636,Seven Brides for Seven Brothers,"[35, 18, 37, 10402]"
6637,Kiss of the Spider Woman,[18]
6638,All the President's Men,"[18, 36, 9648, 53]"
6639,Angie,"[35, 18, 10749]"
6640,The Apartment,"[9648, 18, 10749]"
6641,Avalon,"[28, 878]"
6642,Babette's Feast,"[35, 18]"
6643,The Barber of Siberia,"[35, 18, 10749]"
6644,Beethoven,"[35, 10751]"
6645,Beethoven's 2nd,"[10751, 35]"
6646,Black Moon Rising,"[878, 28, 53]"
6647,Boyz n the Hood,"[80, 18]"
6648,Bugsy,"[18, 80]"
6649,Bugsy Malone,"[18, 28, 35, 10402, 10751]"
6650,By the Sword,[18]
6651,Cobra,"[28, 80, 53]"
6652,Common Wealth,"[35, 27]"
6653,Consenting Adults,"[80, 18, 9648]"
6654,Phenomena,"[27, 53]"
6655,Crimewave,"[53, 35, 80]"
6656,Crying Freeman,"[28, 80]"
6657,Time and Tide,"[18, 28, 53, 80]"
6658,The Meaning of Life,[35]
6659,Where Eagles Dare,"[12, 18, 28, 36, 10752]"
6660,Tightrope,"[9648, 53, 80, 18]"
6661,Sleeping with the Enemy,"[18, 80, 53]"
6662,PCU,[35]
6663,The Rookie,"[28, 80, 18, 53]"
6664,The Ghost & Mr. Chicken,"[35, 10751, 9648, 10749]"
6665,City Heat,"[28, 35, 80]"
6666,Into the Night,"[35, 18, 53]"
6667,Three O'Clock High,[35]
6668,White Hunter Black Heart,"[12, 18, 28]"
6669,Come and See,"[18, 36, 10752]"
6670,A Rage in Harlem,"[80, 35]"
6671,Ginger Snaps,"[18, 27]"
6672,More American Graffiti,"[35, 18, 10752]"
6673,The Ballad of Little Jo,"[10749, 18, 37]"
6674,Under Suspicion,"[80, 18, 53]"
6675,Ruby,"[18, 28, 53, 80]"
6676,The Reluctant Astronaut,"[878, 35, 10751]"
6677,The Shakiest Gun in the West,"[35, 10751, 37]"
6678,It's Pat,[35]
6679,Sunday in the Country,"[18, 80, 53]"
6680,The Gun in Betty Lou's Handbag,"[35, 53, 9648]"
6681,Sudden Fear,"[18, 53]"
6682,Nobody's Baby,[35]
6683,Regarding Henry,[18]
6684,The Debut,[18]
6685,Wilder Napalm,"[14, 35, 878, 10749]"
6686,Contamination,"[12, 878, 27, 10749]"
6687,The Amazing Transparent Man,"[878, 53]"
6688,Love Affair,"[18, 10749]"
6689,Once in the Life,"[28, 80, 18]"
6690,Try Seventeen,"[35, 10749, 18]"
6691,The Hospital,"[9648, 35, 18]"
6692,Article 99,"[35, 18]"
6693,Images,"[18, 14, 27]"
6694,Eureka,"[18, 28, 53]"
6695,Oleanna,[18]
6696,Chattahoochee,[18]
6697,Tough Guys Don't Dance,"[18, 35, 80, 9648, 53]"
6698,There Goes My Baby,"[18, 35]"
6699,Kingdom of the Spiders,"[27, 878]"
6700,Scrooge,"[14, 18, 10751]"
6701,Leap of Faith,"[35, 18, 10749]"
6702,Gas Food Lodging,"[18, 10749]"
6703,In Cold Blood,"[80, 18]"
6704,Campus Man,[35]
6705,The Bedford Incident,"[28, 18, 53, 10752]"
6706,Murderous Maids,[18]
6707,Yankee Doodle Dandy,"[18, 10402]"
6708,Ninja Scroll,"[28, 16, 14]"
6709,Knife in the Water,[18]
6710,The Devil and Daniel Webster,"[35, 18, 14]"
6711,Mobsters,"[18, 28, 53, 80]"
6712,Charlotte Sometimes,"[18, 10749]"
6713,Out of Time,"[53, 80, 18]"
6714,School of Rock,"[35, 10402]"
6715,Concert for George,[10402]
6716,The Event,"[18, 53]"
6717,9 Dead Gay Guys,"[80, 35]"
6718,The Station Agent,"[18, 35]"
6719,Wonderland,"[80, 18, 9648, 53]"
6720,Bus 174,"[99, 10769]"
6721,Mystic River,"[53, 80, 18, 9648]"
6722,Good Boy!,"[35, 10751, 878]"
6723,House of the Dead,"[27, 28, 53]"
6724,Intolerable Cruelty,"[80, 35, 10749]"
6725,Kill Bill: Vol. 1,"[28, 80]"
6726,Dopamine,"[35, 10749]"
6727,The Flower of Evil,[18]
6728,Girls Will Be Girls,[35]
6729,Porn Theater,[18]
6730,Runaway Jury,"[18, 53]"
6731,The Texas Chainsaw Massacre,[27]
6732,Pieces of April,"[35, 18]"
6733,Returner,"[28, 12, 878]"
6734,Sylvia,"[18, 10749]"
6735,Veronica Guerin,"[18, 80, 53]"
6736,In the Cut,"[9648, 53]"
6737,Beyond Borders,"[18, 10749, 12, 10752]"
6738,Radio,[18]
6739,Scary Movie 3,[35]
6740,Brother Bear,"[12, 16, 10751]"
6741,Elephant,"[18, 80]"
6742,Gypsy 83,[18]
6743,The Singing Detective,"[35, 10402, 9648, 80]"
6744,The Italian Job,"[28, 80, 35, 53]"
6745,Impulse,"[27, 9648, 878, 53]"
6746,Normal,[18]
6747,Shoah,[99]
6748,Unconditional Love,"[18, 35, 53]"
6749,Sweet Sixteen,"[80, 18]"
6750,Alien from L.A.,"[28, 10751, 878]"
6751,Black Sunday,"[28, 18, 53]"
6752,Men of Respect,"[18, 28, 80]"
6753,Interstate 60,"[12, 35, 18, 14, 9648]"
6754,Lipstick,"[18, 53]"
6755,Storyville,"[18, 9648]"
6756,That was Then... This is Now,[18]
6757,Holy Matrimony,[35]
6758,The Black Scorpion,"[27, 878]"
6759,The Eye,[27]
6760,Captain Kronos: Vampire Hunter,"[12, 27]"
6761,The Jolson Story,"[18, 10402]"
6762,You'll Never Get Rich,"[35, 10402, 10749]"
6763,Frankenstein and the Monster from Hell,"[27, 878]"
6764,Preaching to the Perverted,[35]
6765,Chicago Joe and the Showgirl,"[10749, 18, 80]"
6766,The Magic Sword,"[12, 14, 18, 28, 10751]"
6767,Promised Land,"[18, 10749]"
6768,Aparajito,[18]
6769,The Hired Hand,[37]
6770,Le Cercle Rouge,"[18, 53, 80]"
6771,Man of Marble,"[18, 36]"
6772,Sherlock Holmes and the Voice of Terror,"[18, 9648, 53]"
6773,Sherlock Holmes Faces Death,"[18, 9648, 53]"
6774,Sherlock Holmes in Washington,"[18, 28, 53, 9648]"
6775,The Solid Gold Cadillac,"[35, 10749]"
6776,The Human Stain,"[18, 53, 10749]"
6777,"Die, Mommie, Die!",[35]
6778,Dirt,"[35, 80]"
6779,Girlhood,[99]
6780,Mail Order Bride,"[28, 35, 18, 10749, 53]"
6781,Shattered Glass,"[18, 36]"
6782,Suspended Animation,"[27, 53]"
6783,The Matrix Revolutions,"[12, 28, 53, 878]"
6784,The Revolution Will Not Be Televised,[99]
6785,Elf,"[35, 10751, 14]"
6786,Standard Time,"[10402, 10749]"
6787,Billabong Odyssey,"[28, 12, 99]"
6788,Gloomy Sunday,"[10749, 18]"
6789,In My Skin,"[18, 27]"
6790,Just an American Boy,[]
6791,Love Actually,"[35, 10749, 18]"
6792,Love Forbidden,[18]
6793,Father of the Bride,"[35, 10749]"
6794,My Architect,[99]
6795,Looney Tunes: Back in Action,"[16, 35, 10751]"
6796,Master and Commander: The Far Side of the World,[12]
6797,Tupac: Resurrection,"[10402, 99]"
6798,The Big Empty,"[35, 18, 9648, 878]"
6799,The Missing,"[53, 37, 12]"
6800,The Cat in the Hat,"[35, 14, 10751]"
6801,Gothika,"[27, 53]"
6802,21 Grams,"[18, 80, 53]"
6803,The Barbarian Invasions,"[35, 80, 18]"
6804,Blue Gate Crossing,"[18, 10749]"
6805,Bad Santa,"[18, 35, 80]"
6806,The Haunted Mansion,"[53, 14, 35, 10751, 9648]"
6807,Timeline,"[28, 12, 878]"
6808,Marquis,"[16, 35]"
6809,Damage,"[18, 10749]"
6810,OT: Our Town,[99]
6811,Devil's Playground,[99]
6812,Dance with a Stranger,"[80, 18]"
6813,Journeys with George,[]
6814,Darkman,"[28, 878, 80]"
6815,Dead of Night,"[35, 27, 9648, 53]"
6816,Death Machine,"[28, 27, 878, 53]"
6817,The Last Battle,"[53, 28, 878]"
6818,Desk Set,"[35, 10749]"
6819,Europa,"[53, 18]"
6820,The Watermelon Woman,[18]
6821,Final Analysis,"[18, 53, 10749]"
6822,The Freshman,"[35, 80]"
6823,Funny Games,"[18, 27, 53]"
6824,Tales from the Crypt,[27]
6825,New Jack City,"[53, 80, 18]"
6826,Slacker,[35]
6827,WarGames,"[53, 878]"
6828,Mr. Hobbs Takes a Vacation,"[10751, 35]"
6829,Ordet,[18]
6830,Forbidden Games,"[18, 36]"
6831,Jane Eyre,"[18, 10749]"
6832,A Tale of Two Cities,"[28, 18]"
6833,The Passion of Joan of Arc,"[18, 36]"
6834,Ben-Hur: A Tale of the Christ,"[12, 18]"
6835,The Cabinet of Dr. Caligari,"[18, 27, 53, 80]"
6836,Broken Blossoms,"[18, 10749]"
6837,Gorky Park,"[53, 80, 18]"
6838,The First Great Train Robbery,"[53, 12, 18, 80]"
6839,"Greystoke: The Legend of Tarzan, Lord of the Apes","[12, 18, 28, 10749]"
6840,Guarding Tess,"[35, 18, 53]"
6841,Hannah and Her Sisters,"[35, 18]"
6842,The Hard Way,"[28, 35, 80]"
6843,Hercules in New York,"[28, 12, 35, 14, 878]"
6844,Highlander II: The Quickening,"[28, 14, 878]"
6845,Hoffa,"[80, 36]"
6846,House of Cards,[18]
6847,Housesitter,"[35, 10749]"
6848,Hudson Hawk,"[28, 12, 35]"
6849,Invasion of the Body Snatchers,"[27, 9648, 878, 53]"
6850,Mindwalk,[18]
6851,Kafka,"[35, 18, 9648]"
6852,Kindergarten Cop,[35]
6853,King Ralph,"[35, 10751]"
6854,Knight Moves,"[9648, 53]"
6855,The Last Boy Scout,"[28, 53]"
6856,Last Tango in Paris,"[18, 10749]"
6857,Lorenzo's Oil,[18]
6858,The Lover,"[18, 10749]"
6859,Matador,"[18, 53]"
6860,Mr. Destiny,"[14, 35, 878, 10749]"
6861,The Night of the Hunter,"[53, 80]"
6862,Nowhere to Run,"[28, 12, 18, 53]"
6863,Only the Lonely,"[35, 10749]"
6864,Over the Top,"[28, 18]"
6865,Passenger 57,"[28, 12, 53]"
6866,Presumed Innocent,"[18, 53, 80, 9648]"
6867,Project X,[18]
6868,Proof,[18]
6869,Pure Luck,"[35, 80, 9648]"
6870,Battle Royale,"[18, 53, 12]"
6871,The Wedding Banquet,"[35, 18, 10749]"
6872,"Salò, or the 120 Days of Sodom","[36, 10752, 18, 27]"
6873,A Midnight Clear,"[18, 36]"
6874,Summer School,[35]
6875,Silverado,"[28, 80, 18, 37]"
6876,Quick Change,"[35, 80]"
6877,Rabid,[27]
6878,Radio Flyer,[18]
6879,The Real McCoy,"[28, 80, 18, 53]"
6880,Revenge,"[53, 18, 10749, 80]"
6881,The Secret of My Success,[35]
6882,Show Me Love,"[35, 10749, 18]"
6883,Streets of Fire,"[28, 53, 10402]"
6884,Teen Wolf,"[35, 14, 10749]"
6885,High Heels,"[35, 18, 10749]"
6886,Things You Can Tell Just by Looking at Her,"[18, 10749]"
6887,Thunderheart,"[28, 12, 80, 9648, 53]"
6888,To Live and Die in L.A.,"[28, 80, 53]"
6889,Trapped in Paradise,"[28, 35]"
6890,Betty Blue,"[18, 10749]"
6891,Vivre Sa Vie,[18]
6892,Wild at Heart,"[35, 80, 53]"
6893,The Witches,"[12, 14, 27]"
6894,The Witches of Eastwick,"[14, 27, 35]"
6895,Year of the Dragon,"[28, 80, 18, 53]"
6896,Nothing to Lose,"[28, 12, 35]"
6897,Flying Down to Rio,"[35, 10402, 10749]"
6898,Follow the Fleet,"[35, 10402, 10749]"
6899,What's New Pussycat?,"[35, 10749]"
6900,Mary of Scotland,"[18, 36]"
6901,Roberta,"[35, 10402, 10749]"
6902,Little Women,"[18, 10751, 10749]"
6903,Swing Time,"[35, 10402, 10749]"
6904,The Public Enemy,"[18, 28, 80]"
6905,A Midsummer Night's Dream,"[14, 35, 878, 10749]"
6906,Life with Father,"[35, 10751]"
6907,National Velvet,"[18, 10751]"
6908,Jesus Christ Superstar,"[18, 36, 10402]"
6909,Dark Victory,"[18, 10749]"
6910,Birdman of Alcatraz,[18]
6911,Aguirre: The Wrath of God,"[12, 18, 36]"
6912,Beauty and the Beast,"[18, 14, 10749]"
6913,The Birth of a Nation,"[18, 36, 10752]"
6914,The Blue Kite,[18]
6915,Juliet of the Spirits,"[35, 18, 14]"
6916,Last Year at Marienbad,"[18, 10749]"
6917,The Tragedy of Macbeth,"[10752, 18, 36]"
6918,Red River,[37]
6919,A Woman Under the Influence,"[10749, 18]"
6920,Stagecoach,"[12, 37]"
6921,A Shot in the Dark,"[35, 80]"
6922,The Navigator,"[28, 35]"
6923,The Court Jester,"[28, 12, 35, 10751]"
6924,Bullitt,"[28, 80, 18, 53]"
6925,Way Down East,"[18, 28, 10749]"
6926,Jezebel,"[18, 10749]"
6927,The Hunchback of Notre Dame,"[10749, 18, 27]"
6928,42nd Street,"[10402, 35, 10749]"
6929,I'm No Angel,"[35, 10749]"
6930,That Touch of Mink,"[35, 10749]"
6931,Sweet Dreams,"[18, 10749, 10402]"
6932,"Play It Again, Sam","[35, 18, 10749]"
6933,Send Me No Flowers,"[35, 10749]"
6934,Pygmalion,"[18, 35, 10749]"
6935,A Passage to India,"[18, 12, 36]"
6936,Black Orpheus,"[18, 14, 10402, 10749]"
6937,Amarcord,"[35, 18]"
6938,Hero,"[18, 12, 28, 36]"
6939,Horse Feathers,"[35, 10749]"
6940,Anna Karenina,"[18, 10749]"
6941,The Front Page,"[10749, 18, 35]"
6942,Attraction,"[53, 10749]"
6943,Looking for Mr. Goodbar,"[18, 53]"
6944,Rivers and Tides,"[99, 10769]"
6945,The Girl from Paris,"[18, 35]"
6946,Seven Days to Noon,"[18, 53]"
6947,Nausicaä of the Valley of the Wind,"[12, 16, 14]"
6948,CrissCross,[18]
6949,Doc Hollywood,"[35, 10749]"
6950,Dragnet,"[28, 35, 80]"
6951,MadHouse,[35]
6952,1941,"[28, 35]"
6953,A Shot at Glory,[18]
6954,Black and White in Color,"[18, 35, 10752]"
6955,Foul Play,"[35, 9648, 53]"
6956,Crime Story,"[53, 28, 80, 18]"
6957,Beyond the Clouds,"[18, 10749]"
6958,Blind Beast,"[27, 18]"
6959,Ryan's Daughter,"[18, 10749]"
6960,Accident,"[80, 18]"
6961,Cabeza de Vaca,"[28, 18, 10769]"
6962,The Collector,"[9648, 18, 53]"
6963,Deep Red,"[27, 9648, 53]"
6964,Diabolique,"[18, 27, 53]"
6965,Leprechaun,"[35, 27, 53]"
6966,Royal Space Force - The Wings Of Honneamise,"[16, 878]"
6967,Crazy People,"[35, 10749]"
6968,Dark Wolf,[27]
6969,Adam's Rib,"[35, 18, 10749]"
6970,King of Hearts,"[35, 18, 10752]"
6971,Naked Lunch,"[80, 18]"
6972,Grass,[99]
6973,Spring Forward,[18]
6974,The Killing of a Chinese Bookie,"[53, 80, 18]"
6975,Run,"[28, 53, 18]"
6976,Things to Come,"[18, 878]"
6977,Queen of Hearts,"[35, 10749, 10769]"
6978,Darling,"[18, 10749]"
6979,A Summer Place,"[18, 10749]"
6980,A Night at the Opera,[35]
6981,Metalstorm: The Destruction of Jared-Syn,"[14, 878]"
6982,The Element of Crime,"[80, 18, 878, 53]"
6983,Shoot the Piano Player,"[18, 53, 80]"
6984,Stolen Kisses,"[35, 18, 10749]"
6985,The Cooler,"[18, 10749]"
6986,El Bonaerense,[]
6987,In America,"[18, 10749]"
6988,The Legend of Leigh Bowery,[99]
6989,My Flesh and Blood,[99]
6990,Honey,"[10749, 10402, 10751]"
6991,The Last Samurai,"[18, 28, 10752, 36]"
6992,Forget Baghdad: Jews and Arabs - The Iraqi Connection,[]
6993,What Alice Found,[18]
6994,Big Fish,"[12, 14, 18]"
6995,Love Don't Cost a Thing,"[35, 18, 10751, 10749]"
6996,Something's Gotta Give,"[18, 35, 10749]"
6997,Stuck on You,[35]
6998,Girl with a Pearl Earring,"[18, 10749]"
6999,The Statement,"[18, 53]"
7000,The Lord of the Rings: The Return of the King,"[12, 14, 28]"
7001,Mona Lisa Smile,"[18, 10749]"
7002,Calendar Girls,[35]
7003,The Fog of War,"[10752, 99, 36]"
7004,The Hebrew Hammer,"[28, 35]"
7005,House of Sand and Fog,[18]
7006,Two Men Went To War,"[35, 18, 10769, 10752]"
7007,Monster,"[80, 18]"
7008,Cheaper by the Dozen,[35]
7009,Cold Mountain,[18]
7010,Paycheck,"[28, 12, 9648, 878, 53]"
7011,Peter Pan,"[12, 14, 10751]"
7012,The Company,[18]
7013,Young Black Stallion,"[12, 18, 10751]"
7014,Japanese Story,"[18, 10749]"
7015,Secret Things,[18]
7016,Chasing Liberty,"[35, 10749]"
7017,My Baby's Daddy,[35]
7018,Aileen: Life and Death of a Serial Killer,"[99, 18]"
7019,Distant,[18]
7020,Along Came Polly,"[35, 10749]"
7021,Teacher's Pet,"[16, 18, 10751, 10402]"
7022,Torque,[28]
7023,Crimson Gold,[18]
7024,Osama,[18]
7025,The Great Gatsby,"[18, 10749]"
7026,Wuthering Heights,"[18, 10749]"
7027,Odds Against Tomorrow,"[80, 18]"
7028,Ship of Fools,"[10752, 18, 10749]"
7029,Lord Love a Duck,"[35, 18]"
7030,There's a Girl in My Soup,"[35, 10749]"
7031,This Property Is Condemned,"[18, 10749]"
7032,Real Men,"[28, 35, 878]"
7033,Once Upon a Crime,"[80, 35, 9648]"
7034,Beyond Therapy,[35]
7035,Buster,"[35, 10749]"
7036,"Car 54, Where Are You?","[28, 35]"
7037,Jane Eyre,[]
7038,Blame It on the Bellboy,[35]
7039,Only the Strong,[28]
7040,The Adventures of Ford Fairlane,"[28, 35, 53, 80, 9648]"
7041,Bonjour Tristesse,[18]
7042,The Enforcer,"[18, 28, 80]"
7043,The Men,[18]
7044,Ransom,"[28, 18, 53]"
7045,The Pick-up Artist,"[10749, 35, 80, 18]"
7046,Melvin Goes to Dinner,[35]
7047,The Court-Martial of Billy Mitchell,"[18, 10752]"
7048,Crime Spree,"[28, 35]"
7049,Beyond Re-Animator,"[35, 27, 878]"
7050,Final Cut,"[18, 10769, 53]"
7051,Hells Angels on Wheels,"[12, 18, 28, 53, 80]"
7052,The Wind and the Lion,"[28, 12, 18, 36]"
7053,Mon oncle,[35]
7054,Where the Boys Are,"[35, 18, 10749]"
7055,Dr. Jekyll and Mr. Hyde,"[18, 27, 878]"
7056,Monsieur  Hulot's Holiday,"[35, 10751]"
7057,My Darling Clementine,"[18, 37]"
7058,People Will Talk,"[35, 18, 10749]"
7059,I Was a Male War Bride,"[35, 10749, 10752]"
7060,Divorce American Style,[35]
7061,Kiss Them for Me,"[35, 10749, 10752]"
7062,To Have and Have Not,"[10752, 28, 12, 18, 10749, 53]"
7063,High Sierra,"[12, 18, 53, 80]"
7064,Dark Passage,"[80, 18, 10749, 53]"
7065,The Ox-Bow Incident,"[28, 18, 37]"
7066,They Drive by Night,"[80, 18, 53]"
7067,Micki & Maude,"[10749, 35]"
7068,Platinum Blonde,"[35, 10749]"
7069,Reefer Madness,"[35, 18]"
7070,D.O.A.,"[80, 18, 9648]"
7071,The Boy with Green Hair,"[18, 35, 10751]"
7072,Pumping Iron,[99]
7073,No Good Deed,"[28, 80, 18, 9648, 53]"
7074,The Trouble with Angels,"[35, 10751]"
7075,Cool World,"[16, 35, 14]"
7076,Money for Nothing,"[18, 28, 35, 53, 80]"
7077,The Silencers,"[28, 35, 53]"
7078,"Where Angels Go, Trouble Follows",[35]
7079,Heat and Dust,"[18, 10749]"
7080,Mesmerized,[18]
7081,La Strada,[18]
7082,Ichi the Killer,"[28, 35, 80]"
7083,A Boy and His Dog,"[18, 878, 35]"
7084,The Last Tycoon,"[18, 10749]"
7085,Ashes and Diamonds,"[10752, 18]"
7086,Marooned,"[18, 878, 53]"
7087,King David,"[28, 12, 18]"
7088,Kanał,"[10752, 18]"
7089,Cat Chaser,"[28, 53]"
7090,Intolerance: Love's Struggle Throughout the Ages,[18]
7091,The Beast of Yucca Flats,"[27, 878]"
7092,Tormented,[27]
7093,The Violent Years,"[18, 53]"
7094,Chitty Chitty Bang Bang,"[10402, 12, 14, 35, 10751]"
7095,The Legend of Suriyothai,"[18, 10769, 36, 10752]"
7096,Plaza Suite,"[35, 18, 10749]"
7097,The Out of Towners,[35]
7098,Where the Day Takes You,[18]
7099,The Three Stooges in Orbit,"[35, 878]"
7100,It,"[18, 35, 10749]"
7101,The Butterfly Effect,"[878, 53]"
7102,Win a Date with Tad Hamilton!,"[35, 10749]"
7103,Touching the Void,"[99, 28, 12]"
7104,The Big Bounce,"[35, 80]"
7105,The Perfect Score,"[35, 80]"
7106,You Got Served,[18]
7107,Latter Days,"[18, 35, 10749]"
7108,Barbershop 2:  Back in Business,"[35, 18]"
7109,Catch That Kid,"[10751, 28, 12]"
7110,Miracle,"[18, 36]"
7111,An Amazing Couple,[18]
7112,The Dreamers,"[18, 10749]"
7113,The Lost Skeleton of Cadavra,"[35, 27, 878]"
7114,Who's the Man?,"[18, 28, 35]"
7115,Love at Large,"[35, 9648, 10749, 53]"
7116,Hangin' With The Homeboys,"[35, 18]"
7117,Sleep with Me,"[35, 18, 10749]"
7118,Just Between Friends,"[18, 10749]"
7119,Super Fly,"[28, 80, 18]"
7120,A Piece of the Action,"[35, 53]"
7121,Let's Do It Again,"[35, 28, 80]"
7122,Uptown Saturday Night,[35]
7123,Hell's Kitchen,"[80, 18]"
7124,The Innocent,"[18, 10749, 10769]"
7125,Daddy and Them,"[18, 35]"
7126,The Wilby Conspiracy,"[28, 12, 18, 53]"
7127,Blacula,"[27, 53]"
7128,Scream Blacula Scream,[27]
7129,Da Hip Hop Witch,"[27, 35]"
7130,Swing Shift,"[35, 18, 10749]"
7131,Trespass,"[28, 80, 53]"
7132,Thirteen,"[80, 18]"
7133,Simple Men,"[80, 18, 10749]"
7134,The Sailor Who Fell from Grace with the Sea,"[18, 9648, 53]"
7135,Foolish Wives,[18]
7136,"Silent Night, Bloody Night","[53, 27]"
7137,The Sin of Harold Diddlebock,[35]
7138,Pontiac Moon,[18]
7139,Best Defense,"[28, 35]"
7140,50 First Dates,"[35, 10749]"
7141,Welcome to Mooseport,[35]
7142,After Life,"[80, 18]"
7143,Face,[]
7144,Kitchen Stories,"[18, 35]"
7145,The Code,"[18, 28, 53]"
7146,Monsieur Ibrahim,[18]
7147,Vanishing Point,"[28, 53, 18]"
7148,Diary of a Country Priest,[18]
7149,The Thief of Bagdad,"[28, 12, 18, 10751, 14]"
7150,The Diary of Anne Frank,"[18, 36]"
7151,Allegro non troppo,"[14, 16, 18, 35, 878]"
7152,Black Widow,"[9648, 53]"
7153,Herod's Law,"[35, 80, 18, 10769]"
7154,Flesh + Blood,"[12, 18]"
7155,King Solomon's Mines,"[28, 12, 35]"
7156,The Black Pirate,"[12, 18, 28]"
7157,Raw Deal,"[28, 80, 53]"
7158,"Goodbye, Mr. Chips","[18, 10749]"
7159,"Follow Me, Boys!","[18, 10751]"
7160,Fire Birds,"[28, 12]"
7161,Robot Stories,"[18, 878, 10749]"
7162,Against the Ropes,"[10749, 18]"
7163,Confessions of a Teenage Drama Queen,[35]
7164,EuroTrip,[35]
7165,The Passion of the Christ,[18]
7166,Club Dread,"[35, 27]"
7167,Dirty Dancing: Havana Nights,"[18, 10749]"
7168,Twisted,"[28, 12, 80, 18, 53]"
7169,Alila,"[35, 18]"
7170,"Good bye, Lenin!","[35, 18, 10749]"
7171,Hidalgo,"[37, 12]"
7172,Starsky & Hutch,"[35, 80]"
7173,The Reckoning,"[80, 18, 9648]"
7174,Persona,[18]
7175,The Passion of Anna,[18]
7176,Walk on the Wild Side,[18]
7177,Tokyo Joe,"[80, 18, 53]"
7178,The Serpent's Egg,"[53, 18, 9648]"
7179,Fire Down Below,"[28, 12, 18, 10749]"
7180,Le Corbeau,"[18, 53, 80, 9648]"
7181,The Front,"[35, 18]"
7182,Pickup on South Street,"[18, 53]"
7183,The Damned,[18]
7184,American Gun,[18]
7185,Richard III,"[18, 36]"
7186,Quartet,"[18, 10749, 10769]"
7187,Just One of the Guys,"[35, 10749]"
7188,The Chase,"[53, 18, 80]"
7189,The Kiss,"[53, 27, 18, 14]"
7190,Wisconsin Death Trip,"[18, 36]"
7191,The Wrong Arm of the Law,"[80, 35]"
7192,Agent Cody Banks 2: Destination London,[35]
7193,The Girl Next Door,[35]
7194,Secret Window,"[53, 9648]"
7195,Spartan,"[9648, 28, 18, 53, 80]"
7196,Broken Wings,[18]
7197,Games People Play,[35]
